Gcode,CompanyTicker,SecurityTicker,SeniorSecurity,SecurityType,AbreviatedSecurityDescription,ListDate_YMD,DelistDate_YMD,ListDate_DaysSince,DelistDate_DaysSince,ListDate,DelistDate,RecordCount,FullCompanyName,AbbrevCompanyName,EarliestListDate,LatestDelistDate,GICSIndustry,SIRCAIndustryClassCode,SIRCASectorCode,CompanyDelistReasonCode,CompanyRelatedGCode,CompanyDelistReasonComment,AlteredLink,MS_CompanyID,MS_SecurityID,MS_CompanyID2,MS_SecurityID2,MA_Identifier
cfr1,ASR,ASR,1,01,ordinary,20220519,,44700,,19/05/2022,,612,ASRA MINERALS LIMITED,ASRA MINERALS LTD,30/09/1982,,15104000,3,15,,,,,0C00000LGQ,0P00006WE5,,,ASR
cfs1,CFS,CFS,1,01,ordinary,19941013,20050202,34620,38385,13/10/1994,02/02/2005,503,CHIEFTAIN SECURITIES LIMITED,CHIEFTAIN SECURITIES,13/10/1994,,40200000,17,40,N,,,,0C00000LL0,0P00006XYP,,,BLU
cfs1,EIV,EIV,1,01,ordinary,20050203,20070514,38386,39216,03/02/2005,14/05/2007,428,ENERGY INVESTMENTS LIMITED,ENERGY INVESTMENTS,13/10/1994,,10100000,1,10,N,,,,0C00000LL0,0P00006XYP,,,BLU
cfs1,BUL,BUL,1,01,ordinary,20070515,20190414,39217,43569,15/05/2007,14/04/2019,2956,BLUE ENERGY LIMITED,BLUE ENERGY LIMITED,13/10/1994,,10100000,1,10,N,,,,0C00000LL0,0P00006XYP,,,BLU
cfs1,BLU,BLU,1,01,ordinary,20190415,,43570,,15/04/2019,,1415,BLUE ENERGY LIMITED.,BLUE ENERGY LIMITED.,13/10/1994,,10100000,1,10,,,,,0C00000LL0,0P00006XYP,,,BLU
cft1,CFT,CFT,1,06,stapled securities,19991220,20021008,36514,37537,20/12/1999,08/10/2002,696,COLONIAL FIRST STATE PROPERTY TRUST GROUP,COLONIAL FIRST STATE,20/12/1999,08/10/2002,40401010,20,40,M;R,,{cft1} and {cip1}; {cmf1} and {coc1} all merge with {cpa1} and {gan1} such taht 1 of the colonial group trust units became 1.19 {cpa1} + 0.65{gan1} + 28.5 cents,,0C00008X53,0P0001D0HR,,,CFT
cfu1,CFU,CFU,1,01,ordinary,20040705,20180305,38173,43164,05/07/2004,05/03/2018,2678,CERAMIC FUEL CELLS LIMITED,CERAMIC FUEL CELLS,05/07/2004,05/03/2018,20100000,4,20,E,,,,0C00000LFQ,0P00006XWN,,,CFU
cfw1,CFW,CFW,1,01,nsx - ordinary,20171211,,43080,,11/12/2017,,0,CTG FIBERSWAY INTERNATIONAL LIMITED,CTG FIBERSWAY INTL,11/12/2017,,0,26,70,,,,,0C0000BRDY,0P0001J1XQ,,,
cg11,CG1,CG1,1,01,ordinary,20180123,,43123,,23/01/2018,,1508,CARBONXT GROUP LIMITED,CARBONXT GROUP,23/01/2018,,15100000,2,15,,,,,0C0000BDKV,0P0001CEM9,,,CG1
cgb1,CGB,CGB,1,01,ordinary,19991217,20030106,36511,37627,17/12/1999,06/01/2003,377,CHROME GLOBAL LIMITED,CHROME GLOBAL,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,CGB,CGBDA,1,01,deferred settlement,20030107,20030120,37628,37641,07/01/2003,20/01/2003,1,CHROME GLOBAL LIMITED,CHROME GLOBAL,17/12/1999,,45100000,21,45,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,CGB,CGB,1,01,ordinary,20030121,20030331,37642,37711,21/01/2003,31/03/2003,0,CHROME GLOBAL LIMITED,CHROME GLOBAL,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,KET,KET,1,01,ordinary,20030401,20041222,37712,38343,01/04/2003,22/12/2004,258,KEY2 LIMITED,KEY2 LIMITED,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,PAD,PAD,1,01,ordinary,20041223,20051207,38344,38693,23/12/2004,07/12/2005,118,PLANTARD LTD,PLANTARD LTD,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,PAD,PADDA,1,01,deferred settlement,20051208,20051220,38694,38706,08/12/2005,20/12/2005,1,PLANTARD LTD,PLANTARD LTD,17/12/1999,,45100000,21,45,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,PAD,PAD,1,01,ordinary,20051221,20060523,38707,38860,21/12/2005,23/05/2006,0,PLANTARD LTD,PLANTARD LTD,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,FIC,FIC,1,01,ordinary,20060524,20080102,38861,39449,24/05/2006,02/01/2008,295,FIRST CAPITAL GROUP LIMITED,FIRST CAPITAL GROUP,17/12/1999,,40200000,17,40,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20080103,20100620,39450,40349,03/01/2008,20/06/2010,40,ROCKSTEAD FINANCIAL SERVICES LIMITED,ROCKSTEAD FIN SERV,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKSDA,1,01,deferred settlement,20100621,20100730,40350,40389,21/06/2010,30/07/2010,1,ROCKSTEAD FINANCIAL SERVICES LIMITED,ROCKSTEAD FIN SERV,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20100731,20100826,40390,40416,31/07/2010,26/08/2010,0,ROCKSTEAD FINANCIAL SERVICES LIMITED,ROCKSTEAD FIN SERV,17/12/1999,,40200000,17,40,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20100827,20110711,40417,40735,27/08/2010,11/07/2011,0,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKSDC,1,01,deferred settlement,20110712,20110727,40736,40751,12/07/2011,27/07/2011,1,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20110728,20110929,40752,40815,28/07/2011,29/09/2011,0,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKSDD,1,01,deferred settlement,20110930,20111014,40816,40830,30/09/2011,14/10/2011,1,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20111015,20140922,40831,41904,15/10/2011,22/09/2014,0,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKSDA,1,01,deferred settlement,20140923,20141002,41905,41914,23/09/2014,02/10/2014,1,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,RKS,RKS,1,01,ordinary,20141003,20141119,41915,41962,03/10/2014,19/11/2014,0,RKS CONSOLIDATED LIMITED,RKS CONS LTD,17/12/1999,,40200000,17,40,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,SKF,SKF,1,01,ordinary,20141120,20231119,41963,45249,20/11/2014,19/11/2023,1746,SKYFII LTD,SKYFII LTD,17/12/1999,,45100000,21,45,N,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,BEO,BEO,1,01,ordinary,20231120,20241201,45250,45627,20/11/2023,01/12/2024,183,BEONIC LTD,BEONIC LTD,17/12/1999,,45100000,21,45,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,BEO,BEODB,1,01,deferred settlement,20241202,20241210,45628,45636,02/12/2024,10/12/2024,3,BEONIC LTD,BEONIC LTD,17/12/1999,,45100000,21,45,C,,,,0C00000LMM,0P00006XZA,,,BEO
cgb1,BEO,BEO,1,01,ordinary,20241211,,45637,,11/12/2024,,8,BEONIC LTD,BEONIC LTD,17/12/1999,,45100000,21,45,,,,,0C00000LMM,0P00006XZA,,,BEO
cgc1,CGC,CGC,1,01,ordinary,19990505,20021222,36285,37612,05/05/1999,22/12/2002,536,CONSOLIDATED GAMING CORPORATION LIMITED,CONSOLIDATED GAMING,05/05/1999,31/10/2006,25300000,9,25,C,,,,0C00000LC7,0P00006WB0,,,
cgc1,CGC,CGCDA,1,01,deferred settlement,20021223,20030109,37613,37630,23/12/2002,09/01/2003,1,CONSOLIDATED GAMING CORPORATION LIMITED,CONSOLIDATED GAMING,05/05/1999,31/10/2006,25300000,9,25,C,,,,0C00000LC7,0P00006WB0,,,
cgc1,CGC,CGC,1,01,ordinary,20030110,20030626,37631,37798,10/01/2003,26/06/2003,87,CONSOLIDATED GAMING CORPORATION LIMITED,CONSOLIDATED GAMING,05/05/1999,31/10/2006,25300000,9,25,N,,,,0C00000LC7,0P00006WB0,,,
cgc1,BCL,BCL,1,01,ordinary,20030627,20060216,37799,38764,27/06/2003,16/02/2006,660,BETCORP LIMITED,BETCORP LIMITED,05/05/1999,31/10/2006,25300000,9,25,C,,,,0C00000LC7,0P00006WB0,,,
cgc1,BCL,BCLDA,1,01,deferred settlement,20060217,20060302,38765,38778,17/02/2006,02/03/2006,10,BETCORP LIMITED,BETCORP LIMITED,05/05/1999,31/10/2006,25300000,9,25,C,,,,0C00000LC7,0P00006WB0,,,
cgc1,BCL,BCL,1,01,ordinary,20060303,20061031,38779,39021,03/03/2006,31/10/2006,167,BETCORP LIMITED,BETCORP LIMITED,05/05/1999,31/10/2006,25300000,9,25,R,,to list on the aim market of london stock exchange,,0C00000LC7,0P00006WB0,,,
cgc2,CGC,CGC,1,01,ordinary,20150724,20240227,42209,45349,24/07/2015,27/02/2024,2154,COSTA GROUP HOLDINGS LIMITED,COSTA GROUP HOLDINGS,24/07/2015,27/02/2024,30200000,13,30,S;R;A,,consortium led by paine schwartz partners llc offers 320 cents per {cgc2},,0C0000AYHW,0P00016D5A,,,CGC
cgd1,CGD,CGD,1,01,ordinary,19970411,20000725,35531,36732,11/04/1997,25/07/2000,139,COMET RESOURCES NL,COMET RESOURCES NL,02/03/1994,31/01/2024,,3,15,N;Y,,,,0C00000LH8,0P00006WEJ,,,CRL
cgd1,CRL,CRL,1,01,ordinary,20000726,20221113,36733,44878,26/07/2000,13/11/2022,2846,COMET RESOURCES LIMITED,COMET RESOURCES,02/03/1994,31/01/2024,15104000,3,15,C,,,,0C00000LH8,0P00006WEJ,,,CRL
cgd1,CRL,CRLDB,1,01,deferred settlement,20221114,20221122,44879,44887,14/11/2022,22/11/2022,1,COMET RESOURCES LIMITED,COMET RESOURCES,02/03/1994,31/01/2024,15104000,3,15,C,,,,0C00000LH8,0P00006WEJ,,,CRL
cgd1,CRL,CRL,1,01,ordinary,20221123,20240131,44888,45322,23/11/2022,31/01/2024,0,COMET RESOURCES LIMITED,COMET RESOURCES,02/03/1994,31/01/2024,15104000,3,15,E,,,,0C00000LH8,0P00006WEJ,,,CRL
cgh1,CGH,CGH,1,01,ordinary,19971204,20000706,35768,36713,04/12/1997,06/07/2000,102,COLONIAL LIMITED,COLONIAL LIMITED,19/05/1997,06/07/2000,,18,40,R,,,,0C00008X54,0P0001D0HW,,,CGH1
cgh2,CGH,CGH,1,01,ordinary,20120802,20151231,41123,42369,02/08/2012,31/12/2015,815,CALIBRE GROUP LIMITED,CALIBRE GROUP LTD,02/08/2012,31/12/2015,20100000,4,20,R,,,,0C00009E1G,0P0000WMK4,,,CGH
cghe1,CGH,CGHE,1,36,tmf units,20240212,,45334,,12/02/2024,,108,CLAREMONT GLOBAL FUND (HEDGED) (MANAGED FUND),CLAREMONT HEDGED,12/02/2024,,0,26,70,,,,,,,,,CGHE
cgl1,OSM,OSM,1,01,ordinary,19990901,20000425,36404,36641,01/09/1999,25/04/2000,35,OSMERE LIMITED,OSMERE LIMITED,11/08/1960,08/09/2010,,3,15,N,,,,0C00000L6T,0P00006W7A,,,ADI2
cgl1,OLA,OLA,1,01,ordinary,20000426,20021117,36642,37577,26/04/2000,17/11/2002,453,ONLINE ADVANTAGE LIMITED,ONLINE ADVANTAGE,11/08/1960,08/09/2010,45100000,21,45,N,,,,0C00000L6T,0P00006W7A,,,ADI2
cgl1,CVL,CVL,1,01,ordinary,20021118,20050110,37578,38362,18/11/2002,10/01/2005,303,CLEARVIEW CAPITAL LIMITED,CLEARVIEW CAPITAL,11/08/1960,08/09/2010,45100000,21,45,N,,,,0C00000L6T,0P00006W7A,,,ADI2
cgl1,CVL,CVLDA,1,01,deferred settlement,20050111,20050121,38363,38373,11/01/2005,21/01/2005,1,CLEARVIEW CAPITAL LIMITED,CLEARVIEW CAPITAL,11/08/1960,08/09/2010,45100000,21,45,C,,,,0C00000L6T,0P00006W7A,,,ADI2
cgl1,CVL,CVL,1,01,ordinary,20050122,20050126,38374,38378,22/01/2005,26/01/2005,0,CLEARVIEW CAPITAL LIMITED,CLEARVIEW CAPITAL,11/08/1960,08/09/2010,45100000,21,45,N,,,,0C00000L6T,0P00006W7A,,,ADI2
cgl1,ADI,ADI,1,01,ordinary,20050127,20100908,38379,40429,27/01/2005,08/09/2010,1328,ADELPHI ENERGY LIMITED,ADELPHI ENERGY LTD,11/08/1960,08/09/2010,10100000,1,10,A,arq1,arc energy limited,,0C00000L6T,0P00006W7A,,,ADI2
cgl2,CGL,CGL,1,01,ordinary,20141113,20201218,41956,44183,13/11/2014,18/12/2020,1403,THE CITADEL GROUP LIMITED,THE CITADEL GRP,13/11/2014,18/12/2020,45100000,21,45,R;S;A,,pacific group bidco pty ltd; managed by pacific equity partners pty ltd; offer cash and equity with all cash being 570 cents less a 20 cent special dividend and all equity being 1 class b share in pacific group topco limited for each one {cgl2},,0C0000ARLE,0P00014M2F,,,CGL
cgm2,CGM,CGM,1,01,ordinary,20031216,20211005,37971,44474,16/12/2003,05/10/2021,2650,COUGAR METALS NL,COUGAR METALS NL,16/12/2003,05/10/2021,15104000,3,15,E,,,,0C00000LI5,0P00006WF0,,,CGM
cgn1,CGN,CGN,1,01,ordinary,19980113,20000917,35808,36786,13/01/1998,17/09/2000,0,CAMBRIDGE CONSOLIDATED NL,CAMBRIDGE,08/07/1993,01/09/2002,,3,15,N;Y,,,,0C00008X6W,0P0001D0N6,,,CTZ
cgn1,CTZ,CTZ,1,01,ordinary,20000918,20001217,36787,36877,18/09/2000,17/12/2000,0,CABLE & TELECOMS LIMITED,CABLE & TELECOMS,08/07/1993,01/09/2002,,3,15,C,,,,0C00008X6W,0P0001D0N6,,,CTZ
cgn1,CTZ,CTZDA,1,01,deferred settlement,20001218,20010102,36878,36893,18/12/2000,02/01/2001,1,CABLE & TELECOMS LIMITED,CABLE & TELECOMS,08/07/1993,01/09/2002,,3,15,C,,,,0C00008X6W,0P0001D0N6,,,CTZ
cgn1,CTZ,CTZ,1,01,ordinary,20010103,20020901,36894,37500,03/01/2001,01/09/2002,0,CABLE & TELECOMS LIMITED,CABLE & TELECOMS,08/07/1993,01/09/2002,15104040,3,15,F,,,,0C00008X6W,0P0001D0N6,,,CTZ
cgo1,CGO,CGO,1,01,ordinary,20000908,,36777,,08/09/2000,,3167,CPT GLOBAL LIMITED,CPT GLOBAL LIMITED,08/09/2000,,45100000,21,45,,,,,0C00000LEA,0P00006WCI,,,CGO
cgr3,CGR,CGR,1,01,ordinary,20100223,20140430,40232,41759,23/02/2010,30/04/2014,330,CAREERS MULTILIST LIMITED,CAREERS MULTILIST,23/02/2010,,20200000,5,20,N,,,,0C00004AVQ,0P0000NJ8G,,,EPY
cgr3,CGR,CGR,1,01,ordinary,20140501,20201123,41760,44158,01/05/2014,23/11/2020,1461,CML GROUP LIMITED,CML GROUP LTD,23/02/2010,,20200000,5,20,N,,,,0C00004AVQ,0P0000NJ8G,,,EPY
cgr3,EPY,EPY,1,01,ordinary,20201124,,44159,,24/11/2020,,983,EARLYPAY LTD,EARLYPAY LTD,23/02/2010,,40200000,17,40,,,,,0C00004AVQ,0P0000NJ8G,,,EPY
cgr4,CGR,CGR,1,01,ordinary,20231018,,45217,,18/10/2023,,291,CGN RESOURCES LIMITED,CGNRESOURCESLIMITED,18/10/2023,,15104000,3,15,,,,,0C0000D4XI,0P0001RQ6X,,,CGR
cgs2,CGS,CGS,1,01,ordinary,20040213,,38030,,13/02/2004,,3800,COGSTATE LTD,COGSTATE LTD,13/02/2004,,35100000,14,35,,,,,0C00000LH0,0P00006XX0,,,CGS
cgu1,CGU,CGU,1,01,ordinary,20110902,20141221,40788,41994,02/09/2011,21/12/2014,246,COMMISSIONERS GOLD LIMITED,COMMISSIONERS GOLD,02/09/2011,,15104000,3,15,N,,,,0C00008OVP,0P0000SUVY,,,GMN
cgu1,GMN,GMN,1,01,ordinary,20141222,,41995,,22/12/2014,,1981,GOLD MOUNTAIN LIMITED,GOLD MOUNTAIN LTD,02/09/2011,,15104000,3,15,,,,,0C00008OVP,0P0000SUVY,,,GMN
cgun1,CGU,CGUN,1,36,tmf units,20240212,,45334,,12/02/2024,,154,CLAREMONT GLOBAL FUND (MANAGED FUND),CLAREMONT UNHEDGED,12/02/2024,,0,26,70,,,,,,,,,CGUN
cgy1,CGY,CGY,1,01,ordinary / cufs,19961219,20000515,35418,36661,19/12/1996,15/05/2000,24,CAIRN ENERGY PLC,CAIRN ENERGY PLC,19/12/1996,15/05/2000,,1,10,R,,,,,,,,CGY1
chc2,CHC,CHCCA,1,06,stap.pd 75c; 25c unp,20050610,20060615,38513,38883,10/06/2005,15/06/2006,240,CHARTER HALL GROUP,CHARTER HALL GROUP,10/06/2005,,40402000,20,40,C,,,,0C00000WB3,0P00009Y0C,,,CHC
chc2,CHC,CHC,1,06,stapled us prohibit,20060616,20101111,38884,40493,16/06/2006,11/11/2010,1115,CHARTER HALL GROUP,CHARTER HALL GROUP,10/06/2005,,40402000,20,40,C,,,,0C00000WB3,0P00009Y0C,,,CHC
chc2,CHC,CHCDA,1,06,stapled us p def set,20101112,20101125,40494,40507,12/11/2010,25/11/2010,10,CHARTER HALL GROUP,CHARTER HALL GROUP,10/06/2005,,40402000,20,40,C,,,,0C00000WB3,0P00009Y0C,,,CHC
chc2,CHC,CHC,1,06,stapled us prohibit,20101126,,40508,,26/11/2010,,3563,CHARTER HALL GROUP,CHARTER HALL GROUP,10/06/2005,,60101000,20,60,,,,,0C00000WB3,0P00009Y0C,,,CHC
chf1,CHF,CHF,1,01,ordinary,19890224,20170512,32563,42867,24/02/1989,12/05/2017,2839,CHARTER PACIFIC CORPORATION LIMITED,CHARTER PACIFIC,24/02/1989,12/05/2017,40200000,17,40,R,,,,0C00000LG0,0P00006WDL,,,CHF
chg1,CHG,CHG,1,01,ordinary,19931118,20020901,34291,37500,18/11/1993,01/09/2002,19,CHIERON HOLDINGS LIMITED,CHIERON HOLDINGS,15/05/1986,01/09/2002,40401020,19,40,F,,,,0C00008X5B,0P0001D0IG,,,CHG
chi3,CHI,CHI,1,01,nsx - ordinary,20150130,20161111,42034,42685,30/01/2015,11/11/2016,0,CHINA HERBAL MEDICINE LIMITED,CHINA HERBAL LTD,30/01/2015,11/11/2016,0,26,70,E,,,,,,,,
chk1,CHK,CHK,1,01,ordinary,20120201,20141201,40940,41974,01/02/2012,01/12/2014,168,COHIBA MINERALS LIMITED,COHIBA MIN LTD,01/02/2012,,15104000,3,15,C,,,,0C00008TMC,0P0000TNY5,,,ALR
chk1,CHK,CHKDA,1,01,deferred settlement,20141202,20141211,41975,41984,02/12/2014,11/12/2014,1,COHIBA MINERALS LIMITED,COHIBA MIN LTD,01/02/2012,,15104000,3,15,C,,,,0C00008TMC,0P0000TNY5,,,ALR
chk1,CHK,CHK,1,01,ordinary,20141212,20240516,41985,45428,12/12/2014,16/05/2024,1841,COHIBA MINERALS LIMITED,COHIBA MIN LTD,01/02/2012,,15104000,3,15,N,,,,0C00008TMC,0P0000TNY5,,,ALR
chk1,ALR,ALR,1,01,ordinary,20240517,,45429,,17/05/2024,,119,ALTAIR MINERALS LIMITED,ALTAIRMINERALS,01/02/2012,,15104000,3,15,,,,,0C00008TMC,0P0000TNY5,,,ALR
chl1,CHL,CHL,1,01,ordinary,19911212,20070629,33584,39262,12/12/1991,29/06/2007,1572,CCI HOLDINGS LIMITED,CCI HOLDINGS LIMITED,30/01/1986,29/06/2007,10100000,1,10,R;S;A,,bureau veritas australia pty ltd,,0C00000LDX,0P00006WCA,,,CHL1
chl3,CHL,CHL,1,01,ordinary,20210628,,44375,,28/06/2021,,884,CAMPLIFY HOLDINGS LIMITED,CAMPLIFYHOLDINGS,28/06/2021,,20300000,6,20,,,,,0C0000C6LI,0P0001MS9F,,,CHL
chm3,CHM,CHM,1,01,ordinary,20030812,20111208,37845,40885,12/08/2003,08/12/2011,1229,CHAMELEON MINING NL,CHAMELEON MINING NL,12/08/2003,01/09/2015,15104000,3,15,C,,,,0C00000LFW,0P00006XWR,,,KPR
chm3,CHM,CHMDA,1,01,deferred settlement,20111209,20111222,40886,40899,09/12/2011,22/12/2011,8,CHAMELEON MINING NL,CHAMELEON MINING NL,12/08/2003,01/09/2015,15104000,3,15,C,,,,0C00000LFW,0P00006XWR,,,KPR
chm3,CHM,CHM,1,01,ordinary,20111223,20120528,40900,41057,23/12/2011,28/05/2012,105,CHAMELEON MINING NL,CHAMELEON MINING NL,12/08/2003,01/09/2015,15104000,3,15,C,,,,0C00000LFW,0P00006XWR,,,KPR
chm3,CHM,CHMDC,1,01,deferred settlement,20120529,20120612,41058,41072,29/05/2012,12/06/2012,9,CHAMELEON MINING NL,CHAMELEON MINING NL,12/08/2003,01/09/2015,15104000,3,15,N,,,,0C00000LFW,0P00006XWR,,,KPR
chm3,CHM,CHM,1,01,ordinary,20120613,20120613,41073,41073,13/06/2012,13/06/2012,1,CHAMELEON MINING NL,CHAMELEON MINING NL,12/08/2003,01/09/2015,15104000,3,15,N,,,,0C00000LFW,0P00006XWR,,,KPR
chm3,KPR,KPR,1,01,ordinary,20120614,20150901,41074,42248,14/06/2012,01/09/2015,406,KUPANG RESOURCES LTD,KUPANG RESOURCES,12/08/2003,01/09/2015,15104000,3,15,F,,,,0C00000LFW,0P00006XWR,,,KPR
chm4,CHM,CHM,1,01,ordinary,20210118,,44214,,18/01/2021,,979,CHIMERIC THERAPEUTICS LIMITED,CHIMERIC THERAPEUTIC,18/01/2021,,35200000,15,35,,,,,0C0000C1HC,0P0001LINK,,,CHM
chn1,CHN,CHN,1,01,ordinary,20060324,20201208,38800,44173,24/03/2006,08/12/2020,3313,CHALICE GOLD MINES LIMITED,CHALICE GOLD MINES,24/03/2006,,15104000,3,15,N,,,,0C00000LFS,0P00006XWO,,,CHN
chn1,CHN,CHN,1,01,ordinary,20201209,,44174,,09/12/2020,,1020,CHALICE MINING LIMITED,CHALICE MINING LTD,24/03/2006,,15104000,3,15,,,,,0C00000LFS,0P00006XWO,,,CHN
cho1,CHO,CHO,1,01,ordinary,19951117,20041128,35020,38319,17/11/1995,28/11/2004,828,CHOISEUL INVESTMENTS LIMITED,CHOISEUL INVESTMENTS,01/01/1900,22/12/2010,40200000,17,40,C,,,,0C00000LG7,0P0000PWG1,,,CHO
cho1,CHO,CHODA,1,01,deferred settlement,20041129,20041210,38320,38331,29/11/2004,10/12/2004,8,CHOISEUL INVESTMENTS LIMITED,CHOISEUL INVESTMENTS,01/01/1900,22/12/2010,40200000,17,40,C,,,,0C00000LG7,0P0000PWG1,,,CHO
cho1,CHO,CHO,1,01,ordinary,20041211,20101222,38332,40534,11/12/2004,22/12/2010,1276,CHOISEUL INVESTMENTS LIMITED,CHOISEUL INVESTMENTS,01/01/1900,22/12/2010,40200000,17,40,R;S;M,mlt1,milton corporation limited; 0.2788 {mlt1} plus 16 cent special dividend for each {cho1},,0C00000LG7,0P0000PWG1,,,CHO
chp1,CHP,CHP,1,01,ordinary,19710728,20140729,26142,41849,28/07/1971,29/07/2014,985,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHPDA,1,01,deferred settlement,20140730,20140811,41850,41862,30/07/2014,11/08/2014,1,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHP,1,01,ordinary,20140812,20161219,41863,42723,12/08/2014,19/12/2016,401,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHPDC,1,01,deferred settlement,20161220,20170102,42724,42737,20/12/2016,02/01/2017,6,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHP,1,01,ordinary,20170103,20181030,42738,43403,03/01/2017,30/10/2018,381,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHPDD,1,01,deferred settlement,20181031,20181108,43404,43412,31/10/2018,08/11/2018,7,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,C,,,,0C00000LFY,0P00006WDJ,,,CHP
chp1,CHP,CHP,1,01,ordinary,20181109,20190429,43413,43584,09/11/2018,29/04/2019,19,CHAPMANS LIMITED,CHAPMANS LIMITED,28/07/1971,29/04/2019,40200000,17,40,R,,compliance costs and listing fees are too high,,0C00000LFY,0P00006WDJ,,,CHP
chq1,CHQ,CHQ,1,01,ordinary,19980120,20070327,35815,39168,20/01/1998,27/03/2007,1687,CHIQUITA BRANDS SOUTH PACIFIC LIMITED,CHIQUITA BRANDS,04/01/1996,21/12/2009,30200000,13,30,N,,,,0C00000LG6,0P00006WDO,,,CHQ
chq1,CHQ,CHQ,1,01,ordinary,20070328,20091221,39169,40168,28/03/2007,21/12/2009,194,COSTAEXCHANGE LTD,COSTAEXCHANGE LTD,04/01/1996,21/12/2009,30200000,13,30,R;S,,,,0C00000LG6,0P00006WDO,,,CHQ
chr1,CHR,CHR,1,01,ordinary,19600414,20190912,22020,43720,14/04/1960,12/09/2019,598,CHALMERS LIMITED,CHALMERS LIMITED,14/04/1960,12/09/2019,20300000,6,20,A,kil1,qube holdings limited offers 2.31 {kil1} shares or 650 cents for each one {chr1} share,,0C00000LFV,0P00006XWQ,,,CHR1
chr2,CHR,CHRCA,0,01,2c paid; 10c unpaid,20241112,,45608,,12/11/2024,,3,CHARGER METALS NL,CHARGER METALS,12/11/2024,,15104000,3,15,,,,,0C0000C6SW,,,,
chr2,CHR,CHR,1,01,ordinary,20210709,,44386,,09/07/2021,,854,CHARGER METALS NL,CHARGER METALS,09/07/2021,,15104000,3,15,,,,,0C0000C6SW,0P0001MUNM,,,CHR
chs2,CHS,CHS,1,01,ordinary,19991215,20011004,36509,37168,15/12/1999,04/10/2001,382,CHAOSMUSIC LIMITED,CHAOSMUSIC LIMITED,15/12/1999,29/10/2013,25502020,11,25,N,,,,0C00000VG2,0P0000A1NF,,,APK
chs2,CHS,CHS,1,01,ordinary,20011005,20030824,37169,37857,05/10/2001,24/08/2003,186,CHAOS GROUP LIMITED,CHAOS GROUP LIMITED,15/12/1999,29/10/2013,25400000,10,25,N,,,,0C00000VG2,0P0000A1NF,,,APK
